zone_flood_risk,weather_risk_score,app_downtime_7d,partner_rating,active_hours_weekly,historical_claim_rate_zone,curfew_risk_score,weekly_premium
3.745401188473625,3.936355202774421,3.7364081846669848,2.9986809749162138,41.0,0.3661282687398277,0.053942481312461155,129.0
9.50714306409916,4.734356593750214,3.3291209623140325,3.986987090050377,21.0,0.2219141201503611,0.7741565909672338,127.0
7.319939418114051,8.545473932021803,1.7615391250286005,3.2506671226253325,23.0,0.2876091784112559,4.92841451286084,149.0
5.986584841970366,3.400043860598921,6.07266670101488,1.3332103324471856,64.0,0.1010494456092266,1.5990062297399428,145.0
1.5601864044243652,8.696496848121713,4.766241605086289,1.7423209471342216,32.0,0.14023137094718924,0.5441195100637358,130.0
1.5599452033620265,0.8813443097669149,8.657009923240036,1.8773127361236766,51.0,0.255137491278028,0.5937940181287527,137.0
0.5808361216819946,7.767984372086307,0.32109580482058253,2.0314570145793795,41.0,0.16165954393067233,1.5517135702861191,113.0
8.661761457749352,8.475476330547364,6.438679275551263,3.261613567802017,44.0,0.22489252149984074,0.18822520558381517,149.0
6.011150117432088,1.8181765283733875,7.629488785115611,3.015863119301574,46.0,0.18090181978065123,2.5574429406097687,138.0
7.080725777960454,4.303465323722005,7.59486569188307,1.8126401534568357,36.0,0.2741938288254168,1.0687045774466009,148.0
0.20584494295802447,1.6549977466365562,8.860739670955251,1.2702193738227483,25.0,0.22050087697328313,2.5965532069843613,128.0
9.699098521619943,7.066041289942177,7.290337428294941,1.6857288178988723,62.0,0.05161347759060886,0.7038210934961009,149.0
8.324426408004218,5.353477680616567,9.278100616476962,4.937525250474414,35.0,0.27738829328088443,2.1492861450874616,145.0
2.1233911067827616,6.353233467083211,3.3265659982089146,2.874187799165889,27.0,0.1977425449675636,2.9895842920062226,125.0
1.8182496720710062,1.9648696695621115,5.032094167515431,4.469382018808449,52.0,0.16959441917157803,0.3099996916905401,107.0
1.8340450985343382,2.117458620524195,0.14079663282890675,4.395009866675373,29.0,0.08295136329912825,1.9937465462552928,85.0
3.0424224295953772,0.4149732550990637,0.06957587303291213,3.046078229851495,53.0,0.12712939169827203,1.5126191049484388,98.0
5.247564316322379,3.220675351957297,2.401266204515199,3.826750833842174,38.0,0.1283203020532987,1.2017990824431701,115.0
4.319450186421157,5.59744661333675,1.0080719713908526,1.7710080416508491,33.0,0.3773793247916552,3.0226731304224823,136.0
2.9122914019804194,8.579349139973289,2.602113679357536,3.753586819707633,22.0,0.20137954116129142,2.9427099288270364,127.0
6.118528947223795,6.669274474586807,1.770432945283974,2.089538317053158,60.0,0.06472304652530952,3.1534990333884676,131.0
1.3949386065204183,4.353963233997514,0.2852002483864824,4.328248387016603,42.0,0.09858583878516232,0.7944133521626068,98.0
2.9214464853521815,9.531201143941377,9.093041464060494,1.3348965324356397,59.0,0.07766143650651923,1.4285462243116387,149.0
3.663618432936917,7.192452005758319,0.08223131388891525,4.09255469154111,30.0,0.256104286572524,1.0483938899753937,114.0
4.56069984217036,9.301652028625501,7.360821443370854,1.3997476262744781,66.0,0.11531752204838937,2.7025180249892093,149.0
7.851759613930136,5.2758797327216564,1.5214788691951653,4.524756947577236,25.0,0.22449517409862163,2.3053284460480814,114.0
1.9967378215835974,2.589042747931396,9.122296219996,2.216818072540015,53.0,0.17952172200449146,1.6514686879637503,139.0
5.142344384136116,0.5282668636472199,8.927959395898858,3.617573459322299,20.0,0.3313567320004698,3.930074044342166,136.0
5.924145688620425,7.260848514838505,6.539011463692574,2.9500091144811194,54.0,0.16217137304287682,0.469868722041914,146.0
0.46450412719997725,1.2130299800553412,6.722341498006052,2.465212581049356,44.0,0.21039291883888295,4.874483443778211,133.0
6.075448519014383,3.027751282719672,0.053391419696885434,3.581767332733986,48.0,0.302449942009239,0.5827203890765936,115.0
1.7052412368729153,5.324709078838974,9.848715661136021,4.790091922204952,42.0,0.20167292242572377,3.8653540628418472,133.0
0.6505159298527952,5.644165877797477,8.778326035758145,1.1650789894984874,37.0,0.3276254376046162,1.8411509458041593,148.0
9.488855372533333,6.005831969871361,8.95106225730092,4.675411423532417,33.0,0.2815895246828327,4.326311145659028,149.0
9.656320330745594,1.6625533034970064,6.592445370508719,3.436326620084054,36.0,0.19368518988135058,0.37084974392081027,135.0
8.08397348116461,3.7973740482164873,3.447869286545365,4.229257203076209,21.0,0.22639367399022697,1.873608550961689,122.0
3.0461376917337066,6.171942271169667,8.936486490904809,2.5354998137371103,50.0,0.3885212095447677,1.6772170325011815,149.0
0.9767211400638387,9.698188646337847,2.9151692815119237,2.887371899350455,38.0,0.2815640237779373,4.965785191127677,141.0
6.842330265121569,7.276311376996887,5.627115433422029,4.4754030072046564,51.0,0.36674832909031374,4.927744974448128,149.0
4.4015249373960135,9.226037570939578,0.997309723438824,2.6593918792392923,47.0,0.11256547621487253,0.94901979333194,121.0
1.2203823484477883,7.62212058314177,9.219556301327502,3.13863826699634,60.0,0.21913265468580317,3.1497348034916945,147.0
4.951769101112702,5.917169688924004,1.4077045777121333,1.0807796923373316,27.0,0.3680315844457677,2.677597099554701,137.0
0.34388521115218396,1.9202336913634455,2.2489680573040727,1.6343920233521692,61.0,0.1629142215044962,0.7718674562036937,106.0
